id,start,stop,event,isWarm,latitude,longitude,temperature,windSpeed,pressure,humidity,visibility,nebulosity,cloudHeight,moonPhase
279,  0, 80,1,0,48.25,7.55,18.3, 1.0, 98720.0, 54.0,42500.0,,6840.0, 86.0
280,  0,164,0,1,48.25,7.75,25.8, 2.0, 98540.0, 44.0,40000.0, 40.0,1750.0, 86.0
280,164,165,1,1,48.25,7.75,26.1, 2.0, 98450.0, 49.0,50000.0, 90.0,1750.0, 79.0
281,  0,130,0,1,48.25,7.75,12.7, 6.0, 98230.0, 89.0,10000.0, 90.0, 450.0, 19.0
281,130,131,1,1,48.25,7.75,18.5, 2.0, 98490.0, 54.0,30000.0, 25.0,, 11.0
282,  0,110,1,0,48.25,7.75,22.4, 3.0, 99210.0, 36.0,40000.0, 10.0,2250.0, 98.0
283,  0, 66,1,0,48.25,7.75, 5.7, 3.0, 98850.0, 46.0,15000.0, 25.0,1250.0, 29.0
284,  0, 91,0,1,48.25,7.75,11.6, 7.0, 97570.0, 71.0,58570.0, 90.0, 800.0, 78.0
284, 91, 92,1,1,48.25,7.75,11.8, 3.0, 98380.0, 67.0,52490.0,, 800.0, 86.0
285,  0,163,0,1,48.25,7.75,16.8, 4.0, 98370.0, 49.0,40280.0,100.0,5040.0, 24.0
285,163,164,1,1,48.25,7.75,19.5, 2.0, 98540.0, 36.0,42320.0,,2250.0, 32.0
286,  0,121,0,1,48.25,7.75,26.1, 2.0, 98700.0, 36.0,38880.0,,, 29.0
286,121,122,1,1,48.25,7.75,27.6, 1.0, 98430.0, 35.0,30030.0,,4020.0, 39.0
287,  0,212,0,1,48.25,7.95,21.7, 3.0, 98090.0, 57.0,45000.0, 90.0,1250.0, 44.0
287,212,213,1,1,48.25,7.95,17.3, 0.0, 98030.0, 88.0,25000.0, 90.0, 450.0, 34.0
288,  0,204,0,1,48.25,8.15,26.9, 5.0, 98690.0, 50.0,21820.0,,1250.0, 93.0
288,204,205,1,1,48.25,8.15,26.0, 4.0, 98830.0, 56.0,17060.0,,1250.0, 85.0
289,  0,224,0,1,48.25,8.15,33.1, 1.0, 98490.0, 41.0,22680.0,,, 77.0
289,224,225,1,1,48.25,8.15,35.1, 1.0, 98550.0, 32.0,20630.0,,6600.0, 66.0
290,  0,199,0,1,48.25,8.15,23.2, 2.0, 98680.0, 58.0,20840.0, 90.0, 800.0,  2.0
290,199,200,1,1,48.25,8.15,29.2, 6.0, 98330.0, 40.0,11400.0,,1750.0,  6.0
292,  0,239,0,1,48.44,7.35,20.5, 5.0, 99640.0, 70.0,15000.0, 90.0, 800.0, 18.0
292,239,240,1,1,48.44,7.35,15.1, 5.0, 99120.0, 92.0, 9000.0,100.0, 800.0, 26.0
293,  0,105,0,1,48.44,7.55,15.4, 4.0, 99960.0, 48.0,52360.0,100.0,1250.0, 86.0
293,105,122,1,1,48.44,7.55,16.2, 2.0, 99680.0, 49.0,60000.0, 75.0,1250.0, 55.0
294,  0,155,0,1,48.44,7.55,23.0, 4.0, 98710.0, 48.0,13280.0, 90.0,1250.0, 94.0
294,155,156,1,1,48.44,7.55,20.5, 3.0, 97890.0, 66.0,18370.0, 90.0,2820.0, 98.0
295,  0,115,1,0,48.44,7.55,17.8, 6.0,100320.0, 35.0,19930.0,,, 97.0
296,  0,141,0,1,48.44,7.55,23.3, 3.0, 99210.0, 54.0,18420.0,,, 95.0
296,141,142,1,1,48.44,7.55,15.9, 3.0, 99070.0, 84.0,18050.0,100.0, 450.0, 99.0
297,  0,183,0,1,48.44,7.55,35.7, 3.0, 99650.0, 32.0,28160.0,,, 55.0
297,183,184,1,1,48.44,7.55,23.0, 4.0,100690.0, 73.0,19580.0,100.0, 800.0, 64.0
298,  0,154,0,1,48.44,7.55,15.1, 5.0,100670.0, 46.0,50000.0, 90.0,2250.0, 24.0
298,154,155,1,1,48.44,7.55,20.0, 4.0,100100.0, 49.0,35000.0,,, 16.0
299,  0,150,0,1,48.44,7.55,16.7, 3.0, 99960.0, 64.0,45730.0, 90.0, 800.0, 95.0
299,150,151,1,1,48.44,7.55,22.2, 3.0, 99760.0, 50.0,33260.0, 75.0,1750.0,
300,  0,113,1,0,48.44,7.75,23.4, 2.0, 99500.0, 36.0,35000.0, 75.0,1750.0,  7.0
301,  0,116,0,1,48.44,7.75,16.1, 5.0, 99860.0, 66.0,30000.0, 90.0, 800.0, 93.0
301,116,119,1,1,48.44,7.75,23.4, 1.0,100160.0, 44.0,50000.0, 75.0,1250.0, 67.0
302,  0, 86,0,1,48.44,7.75,17.2, 4.0, 99230.0, 66.0,30000.0, 90.0,1250.0,  1.0
302, 86,110,1,1,48.44,7.75,18.9, 2.0, 99730.0, 41.0,15000.0, 10.0,1750.0, 55.0
303,  0,107,0,1,48.44,7.75,25.8, 1.0, 99900.0, 22.0,70000.0, 50.0,1750.0,  0.0
303,107,112,1,1,48.44,7.75,21.0, 2.0,100320.0, 39.0,30000.0, 40.0,8000.0, 32.0
304,  0,115,0,1,48.44,7.75,18.8, 3.0,100540.0, 45.0,20000.0, 50.0, 800.0, 87.0
304,115,118,1,1,48.44,7.75,20.0, 1.0,100110.0, 42.0,20000.0, 90.0,8000.0, 62.0
305,  0,112,0,1,48.44,7.75,20.5, 5.0,100240.0, 35.0,15000.0, 10.0,1750.0,  9.0
305,112,116,1,1,48.44,7.75,20.6, 2.0, 98950.0, 43.0,30000.0, 50.0,1250.0,  3.0
306,  0,154,0,1,48.44,7.75,18.4, 1.0,100070.0, 59.0,30000.0, 90.0,1250.0, 65.0
306,154,155,1,1,48.44,7.75,24.7, 3.0,100130.0, 40.0,30000.0, 10.0,1250.0, 56.0
307,  0,112,1,0,48.44,7.75,23.2, 3.0, 99130.0, 35.0,19000.0,,, 77.0
308,  0,120,0,1,48.44,7.75,24.3, 2.0, 99050.0, 37.0,60000.0,,, 52.0
308,120,121,1,1,48.44,7.75,20.4, 6.0, 99420.0, 60.0,50000.0, 75.0,, 63.0
309,  0,115,0,1,48.44,7.75,24.2, 1.0,100560.0, 34.0,45000.0,,,100.0
309,115,116,1,1,48.44,7.75,18.6, 3.0, 99310.0, 55.0,35000.0,100.0,1750.0, 99.0
310,  0,121,0,1,48.44,7.75,13.8, 4.0, 99460.0, 88.0,14000.0,100.0, 450.0, 10.0
310,121,124,1,1,48.44,7.75,14.7, 4.0,100390.0, 38.0,40000.0,,, 33.0
311,  0,115,1,0,48.44,7.75,16.2, 2.0, 99370.0, 78.0,18280.0,100.0,1250.0, 43.0
312,  0,106,0,1,48.44,7.75,12.7, 5.0, 99150.0, 83.0,11500.0,100.0, 450.0, 63.0
312,106,121,1,1,48.44,7.75,15.7, 4.0, 99680.0, 42.0,47060.0, 90.0,1250.0, 45.0
313,  0,105,0,1,48.44,7.75,15.4, 4.0, 99960.0, 48.0,52360.0,100.0,1250.0, 86.0
313,105,120,1,1,48.44,7.75,18.9, 1.0, 99170.0, 29.0,46750.0,, 250.0, 24.0
314,  0,120,0,1,48.44,7.75,17.3,10.0, 98820.0, 40.0,28620.0, 90.0,1750.0,100.0
314,120,121,1,1,48.44,7.75,12.6, 1.0, 99790.0, 53.0,19880.0, 90.0,1250.0, 95.0
315,  0,116,0,1,48.44,7.75,11.6, 4.0, 99880.0, 79.0,51670.0,, 450.0, 57.0
315,116,117,1,1,48.44,7.75,13.7, 7.0, 99770.0, 69.0,19760.0,100.0, 800.0, 47.0
316,  0,151,0,1,48.44,7.75,22.1, 6.0,100210.0, 33.0,30710.0,,2250.0, 69.0
316,151,152,1,1,48.44,7.75,21.2, 5.0,100100.0, 38.0,24780.0,,,
317,  0,117,1,0,48.44,7.75,17.0, 3.0, 98940.0, 32.0,49430.0,,,100.0
318,  0,106,0,1,48.44,7.75,12.0, 3.0, 99130.0, 79.0,57160.0,100.0,1250.0, 90.0
318,106,109,1,1,48.44,7.75,15.0, 0.0, 99060.0, 59.0,41790.0,,3000.0, 66.0
319,  0,177,0,1,48.44,7.95,27.7, 7.0, 99870.0, 45.0,22570.0, 75.0,1750.0,  2.0
319,177,178,1,1,48.44,7.95,26.0, 2.0,100590.0, 58.0,29440.0,100.0,1250.0,  6.0
320,  0,358,0,1,48.44,7.95,13.6, 3.0,100630.0, 65.0,20800.0,,,
320,358,365,1,1,48.44,7.95, 7.0, 1.0,100650.0, 90.0, 9110.0,100.0,1250.0,
321,  0, 54,1,0,48.44,7.95, 0.6, 7.0, 99790.0, 60.0,14090.0, 90.0,1250.0, 32.0
322,  0,199,0,1,48.44,7.95,23.7, 1.0, 99990.0, 52.0,36010.0,,5100.0,  2.0
322,199,200,1,1,48.44,7.95,27.6, 7.0, 99620.0, 42.0,37370.0,,2520.0,  6.0
323,  0,194,0,1,48.44,8.15,26.3, 3.0,100100.0, 37.0,34570.0, 75.0,2250.0, 10.0
323,194,195,1,1,48.44,8.15,27.0, 2.0, 99720.0, 35.0,41590.0, 75.0,4800.0,  5.0
324,  0,192,0,1,48.62,6.95,23.9, 2.0, 99720.0, 53.0,57040.0,,1250.0, 89.0
324,192,193,1,1,48.62,6.95,21.9, 7.0, 99530.0, 76.0,49060.0,100.0, 800.0, 82.0
325,  0,192,0,1,48.62,6.95,21.1, 5.0, 99930.0, 49.0,27810.0, 75.0,1250.0,  0.0
325,192,197,1,1,48.62,6.95,28.0, 1.0, 99480.0, 42.0,19770.0,,, 27.0
326,  0,132,0,1,48.62,6.95,12.4, 4.0,101350.0, 58.0,33030.0, 75.0,1250.0, 70.0
326,132,133,1,1,48.62,6.95,16.2, 9.0,101520.0, 36.0,23230.0,,, 79.0
327,  0,130,0,1,48.62,6.95,20.8, 4.0,100660.0, 49.0,29270.0,,1750.0,  7.0
327,130,131,1,1,48.62,6.95,23.3, 3.0,100330.0, 39.0,19930.0,,, 13.0
328,  0,190,0,1,48.62,6.95,18.7, 3.0,100490.0, 55.0,37350.0,100.0,1250.0,100.0
328,190,191,1,1,48.62,6.95,24.8, 3.0,100380.0, 39.0,14780.0,,1750.0, 99.0
329,  0,188,0,1,48.62,7.35,32.1, 5.0, 99880.0, 45.0,17330.0, 90.0,1750.0, 99.0
329,188,189,1,1,48.62,7.35,31.0, 2.0, 99790.0, 49.0,31480.0, 75.0,1750.0,100.0
330,  0,204,0,1,48.62,7.35,28.3, 1.0,100070.0, 46.0,21120.0,,1750.0, 17.0
330,204,205,1,1,48.62,7.35,30.5, 2.0,100100.0, 34.0,31820.0,,, 10.0
336,  0,161,0,1,48.62,7.55,25.7, 1.0,100360.0, 61.0,15000.0, 50.0,1250.0, 37.0
336,161,162,1,1,48.62,7.55,28.2, 2.0,100360.0, 56.0,20000.0, 50.0,1250.0, 28.0
337,  0,231,0,1,48.62,7.55,26.8, 2.0, 99890.0, 52.0,10000.0, 10.0,1250.0, 93.0
337,231,232,1,1,48.62,7.55,28.6, 1.0, 99930.0, 45.0,10000.0, 25.0,1250.0, 85.0
338,  0,171,0,1,48.62,7.55,20.3, 1.0,100300.0, 47.0,15000.0, 40.0,1250.0,  1.0
338,171,172,1,1,48.62,7.55,24.9, 4.0, 99580.0, 51.0,20000.0, 60.0,1750.0,  0.0
339,  0,162,0,1,48.62,7.55,17.8, 3.0,100020.0, 60.0,30000.0, 90.0, 800.0,  0.0
339,162,163,1,1,48.62,7.55,23.6, 4.0,100050.0, 52.0,30000.0, 60.0,1250.0,  3.0
340,  0,162,0,1,48.62,7.55,28.9, 2.0,100240.0, 42.0,20000.0, 75.0,1250.0, 89.0
340,162,167,1,1,48.62,7.55,27.0, 4.0, 99610.0, 47.0,18000.0, 40.0,1750.0, 94.0
341,  0,166,0,1,48.62,7.55,23.9, 2.0,100140.0, 50.0,15000.0, 25.0,1250.0, 54.0
341,166,167,1,1,48.62,7.55,23.7, 1.0,100630.0, 56.0,25000.0, 90.0,1250.0, 64.0
342,  0,157,0,1,48.62,7.55,17.3, 5.0,100780.0, 43.0,30000.0, 50.0,1750.0, 72.0
342,157,158,1,1,48.62,7.55,20.0, 3.0,100820.0, 40.0,30000.0, 10.0,1750.0, 80.0
343,  0,176,0,1,48.62,7.55,18.7, 8.0, 98920.0, 72.0,15000.0, 90.0,1250.0, 75.0
343,176,177,1,1,48.62,7.55,14.9, 7.0, 98960.0, 86.0,15000.0, 90.0, 800.0, 83.0
344,  0,178,0,1,48.62,7.55,26.1, 2.0, 98950.0, 64.0,50490.0, 90.0, 800.0, 16.0
344,178,179,1,1,48.62,7.55,22.9, 3.0, 98300.0, 58.0,59340.0, 90.0,1250.0, 25.0
345,  0,194,0,1,48.62,7.55,16.6, 4.0, 99390.0, 94.0,18970.0,100.0, 250.0, 22.0
345,194,195,1,1,48.62,7.55,19.9, 3.0, 99480.0, 68.0,55920.0, 90.0,1250.0, 32.0
346,  0,195,0,1,48.62,7.55,35.1, 5.0, 99820.0, 25.0,29300.0,,3060.0, 95.0
346,195,196,1,1,48.62,7.55,26.0, 4.0,100240.0, 33.0,28190.0,,, 88.0
347,  0,180,0,1,48.62,7.55,28.2, 1.0, 99680.0, 38.0,29720.0,,5580.0, 81.0
347,180,181,1,1,48.62,7.55,20.7, 3.0, 99540.0, 86.0, 9600.0,100.0, 450.0, 89.0
348,  0, 47,1,0,48.62,7.55,16.2, 2.0,100060.0, 64.0,46160.0,100.0, 250.0, 38.0
349,  0,207,0,1,48.62,7.55,25.4, 1.0, 99740.0, 58.0,32680.0, 75.0,1250.0,  8.0
349,207,208,1,1,48.62,7.55,25.4, 4.0, 99500.0, 62.0,27010.0,,1250.0, 14.0
357,  0, 91,1,0,48.62,7.75,17.1, 2.0,100320.0, 43.0,25000.0, 10.0,1250.0, 40.0
358,  0,130,0,1,48.62,7.75,20.9, 4.0, 99770.0, 46.0,30000.0, 90.0,1750.0, 20.0
358,130,131,1,1,48.62,7.75,14.7, 3.0, 99760.0, 93.0, 6000.0,100.0, 250.0, 12.0
359,  0, 94,1,0,48.62,7.75,15.4, 2.0, 97380.0, 54.0,20000.0, 90.0,3500.0,  2.0
360,  0,244,0,1,48.62,7.75,17.7, 4.0, 99860.0, 66.0,20000.0, 75.0, 800.0, 98.0
360,244,245,1,1,48.62,7.75,19.6, 1.0,100020.0, 55.0,40000.0, 90.0,1250.0,100.0
361,  0,161,0,1,48.62,7.75,16.2, 6.0, 99820.0, 54.0,25000.0, 90.0,1250.0,  0.0
361,161,162,1,1,48.62,7.75,17.8, 3.0,100020.0, 60.0,30000.0, 90.0, 800.0,  0.0
362,  0, 65,1,0,48.62,7.75, 9.2, 2.0, 99490.0, 91.0,12000.0,100.0, 800.0, 15.0
363,  0,138,0,1,48.62,7.75,22.8, 2.0,100570.0, 32.0,40000.0, 10.0,8000.0,  1.0
363,138,141,1,1,48.62,7.75,25.5, 3.0, 99940.0, 42.0,10000.0, 10.0,1750.0,  4.0
364,  0,157,0,1,48.62,7.75,16.3, 2.0,100230.0, 82.0, 8000.0,100.0, 800.0,  0.0
364,157,158,1,1,48.62,7.75,14.3, 5.0,101310.0, 44.0,30000.0, 90.0,1750.0,  0.0
365,  0, 25,1,0,48.62,7.75,-1.4, 1.0,100180.0, 76.0, 5000.0, 60.0,1250.0, 13.0
366,  0,166,0,1,48.62,7.75,20.5, 3.0, 98870.0, 71.0,15000.0, 90.0, 800.0,  0.0
366,166,167,1,1,48.62,7.75,19.8, 8.0, 99280.0, 63.0,15000.0, 75.0,1250.0,  3.0
367,  0, 60,1,0,48.62,7.75, 2.8, 4.0,100510.0, 81.0,10000.0,100.0, 450.0, 74.0
368,  0,319,0,1,48.62,7.75,12.2, 1.0, 98600.0, 92.0,14000.0,100.0,2250.0, 46.0
368,319,347,1,1,48.62,7.75, 9.7, 4.0, 99330.0, 76.0,47610.0,100.0,,
369,  0,187,0,1,48.62,7.75,32.1, 1.0, 99950.0, 40.0, 5050.0,,, 97.0
369,187,188,1,1,48.62,7.75,32.1, 5.0, 99880.0, 45.0,17330.0, 90.0,1750.0, 99.0
370,  0, 56,1,0,48.62,7.75, 0.3, 8.0,100430.0, 36.0,11120.0,,, 54.0
371,  0,116,0,1,48.62,7.75,11.6, 4.0, 99880.0, 79.0,51670.0,, 450.0, 57.0
371,116,123,1,1,48.62,7.75,14.8, 3.0, 99470.0, 49.0,35390.0, 90.0,1250.0,  0.0
372,  0,202,0,1,48.62,7.75,20.1, 6.0, 99550.0, 60.0,30760.0, 90.0, 800.0, 18.0
372,202,203,1,1,48.62,7.75,25.8, 4.0, 99780.0, 36.0,50280.0,,2250.0, 26.0
373,  0, 92,0,1,48.62,7.75, 9.7, 5.0, 98580.0, 74.0,40980.0, 90.0, 800.0, 55.0
373, 92, 93,1,1,48.62,7.75,13.0, 6.0, 99630.0, 62.0,54240.0,100.0, 450.0, 44.0
374,  0,124,0,1,48.62,7.75,11.4, 6.0, 99400.0, 74.0,33300.0,100.0,1250.0, 58.0
374,124,125,1,1,48.62,7.75,15.2, 9.0, 99430.0, 45.0,20820.0,,1750.0, 68.0
375,  0, 99,0,1,48.62,7.95,10.9, 1.0, 99270.0, 92.0, 7220.0,100.0, 250.0, 18.0
375, 99,113,1,1,48.62,7.95,20.1, 1.0, 98060.0, 43.0,19660.0,,3420.0, 83.0
376,  0,206,0,1,48.62,7.95,26.5, 1.0, 99530.0, 37.0,45000.0,,2250.0, 31.0
376,206,207,1,1,48.62,7.95,26.4, 1.0, 99640.0, 46.0,23570.0,100.0,1750.0, 42.0
377,  0,119,0,1,48.62,7.95,20.0, 1.0,100660.0, 36.0,15720.0,,4740.0,  2.0
377,119,120,1,1,48.62,7.95,15.9, 6.0,100500.0, 65.0,10050.0, 75.0, 800.0,  0.0
378,  0,134,0,1,48.62,7.95,20.5, 4.0, 99680.0, 50.0,28580.0,,1250.0, 18.0
378,134,135,1,1,48.62,7.95,19.4, 1.0, 99430.0, 55.0,32770.0, 75.0,  30.0, 10.0
379,  0,150,0,1,48.62,7.95,16.7, 4.0, 99690.0, 78.0,31070.0,100.0, 800.0, 49.0
379,150,151,1,1,48.62,7.95,20.8, 5.0, 98880.0, 56.0,42060.0, 90.0,1250.0, 38.0
380,  0, 25,1,0,48.62,7.95,15.3, 2.0, 99050.0, 59.0,52740.0,100.0, 250.0, 12.0
381,  0,203,0,1,48.81,6.95,26.4, 2.0, 99600.0, 59.0,59050.0,,1750.0,  0.0
381,203,204,1,1,48.81,6.95,22.1, 6.0,100000.0, 45.0,49700.0,100.0,1750.0,  2.0
382,  0,168,0,1,48.81,6.95,26.0, 3.0,100670.0, 44.0,18910.0,,, 62.0
382,168,169,1,1,48.81,6.95,28.4, 1.0,100500.0, 42.0,19990.0,,, 50.0
383,  0, 86,0,1,48.81,6.95,17.2, 4.0, 99230.0, 66.0,30000.0, 90.0,1250.0,  1.0
383, 86,115,1,1,48.81,6.95,20.0, 2.0,100010.0, 64.0,18000.0, 90.0, 800.0,  6.0
384,  0,137,0,1,48.81,6.95,14.4, 1.0, 99140.0, 86.0, 7000.0, 90.0, 150.0,  5.0
384,137,138,1,1,48.81,6.95,18.5, 2.0,100080.0, 52.0,15000.0, 60.0, 800.0, 10.0
385,  0,105,1,0,48.81,6.95,22.9, 1.0, 98930.0, 33.0,12000.0, 25.0,1750.0, 71.0
386,  0, 90,1,0,48.81,6.95,15.0, 4.0,100230.0, 51.0,16000.0, 75.0,1250.0, 56.0
387,  0,226,0,1,48.81,7.15,26.5, 2.0,100070.0, 59.0,19990.0,,, 42.0
387,226,227,1,1,48.81,7.15,30.0, 3.0, 99990.0, 46.0,40000.0, 90.0,1750.0, 31.0
388,  0, 86,0,1,48.81,7.15,17.2, 4.0, 99230.0, 66.0,30000.0, 90.0,1250.0,  1.0
388, 86,114,1,1,48.81,7.15,20.4, 2.0, 99860.0, 33.0,15000.0, 75.0,1750.0, 13.0
389,  0,153,0,1,48.81,7.35,23.2, 3.0, 99950.0, 65.0,27180.0,100.0,1250.0, 60.0
389,153,154,1,1,48.81,7.35,21.2, 3.0, 99570.0, 70.0,  680.0,100.0, 450.0, 69.0
390,  0,211,0,1,48.81,7.35,26.0, 1.0,100200.0, 36.0,56410.0,,, 83.0
390,211,212,1,1,48.81,7.35,29.7, 2.0,100120.0, 25.0,39600.0,,, 90.0
391,  0,194,0,1,48.81,7.35,26.0, 7.0, 99320.0, 56.0,36220.0,,1250.0, 44.0
391,194,195,1,1,48.81,7.35,21.5, 2.0, 99650.0, 57.0,39350.0,,1250.0, 54.0
392,  0,102,1,0,48.81,7.35,22.1, 1.0, 99350.0, 32.0,32030.0,,, 99.0
395,  0, 98,1,0,48.81,7.35,16.5, 2.0,100130.0, 43.0,10000.0, 25.0,1750.0, 84.0
397,  0,148,0,1,48.81,7.35,15.1, 7.0, 99950.0, 72.0,20000.0, 75.0, 800.0, 30.0
397,148,153,1,1,48.81,7.35,22.2, 3.0,100470.0, 57.0,25000.0, 40.0,1750.0,  1.0
398,  0,150,0,1,48.81,7.35,19.6, 2.0,100570.0, 39.0,40000.0, 40.0,1750.0, 75.0
398,150,151,1,1,48.81,7.35,22.4, 3.0,100680.0, 38.0,40000.0, 25.0,1750.0,
399,  0, 35,1,0,48.81,7.35, 2.1, 2.0, 97750.0, 87.0,15000.0, 90.0, 450.0,  1.0
400,  0,138,0,1,48.81,7.35,22.8, 2.0,100570.0, 32.0,40000.0, 10.0,8000.0,  1.0
400,138,141,1,1,48.81,7.35,25.5, 3.0, 99940.0, 42.0,10000.0, 10.0,1750.0,  4.0
401,  0,135,0,1,48.81,7.35,13.5, 4.0, 99850.0, 73.0,12000.0, 90.0, 800.0, 50.0
401,135,136,1,1,48.81,7.35,14.8, 0.0, 99440.0, 63.0, 8000.0, 90.0,1750.0, 59.0
402,  0,148,0,1,48.81,7.35,17.3, 3.0,100240.0, 74.0,30000.0, 90.0, 800.0,  6.0
402,148,154,1,1,48.81,7.35,18.1, 4.0,100830.0, 46.0,30000.0, 40.0,1250.0, 44.0
403,  0,221,0,1,48.81,7.35,14.9, 2.0, 99430.0, 87.0, 5000.0,100.0, 800.0,  6.0
403,221,222,1,1,48.81,7.35,17.3, 2.0, 99550.0, 79.0,30000.0,100.0, 450.0,  2.0
404,  0, 42,1,0,48.81,7.35, 9.3, 4.0,101450.0, 58.0,10000.0,  0.0,, 14.0
405,  0,175,0,1,48.81,7.55,27.6, 5.0, 99970.0, 43.0,24550.0,,1750.0,  1.0
405,175,176,1,1,48.81,7.55,24.9, 5.0, 99780.0, 44.0,47880.0, 90.0,1750.0,  4.0
406,  0,194,0,1,48.81,7.55,16.6, 4.0, 99390.0, 94.0,18970.0,100.0, 250.0, 22.0
406,194,195,1,1,48.81,7.55,19.9, 3.0, 99480.0, 68.0,55920.0, 90.0,1250.0, 32.0
407,  0,214,0,1,48.81,7.55,22.3, 5.0, 98130.0, 72.0,39040.0,100.0,1250.0, 94.0
407,214,215,1,1,48.81,7.55,20.2, 8.0, 99020.0, 62.0,19230.0,100.0,1250.0, 88.0
409,  0,172,0,1,48.81,7.55,28.4, 4.0,100250.0, 42.0,28640.0,,6540.0, 18.0
409,172,173,1,1,48.81,7.55,32.0, 3.0, 99930.0, 36.0,17800.0,,, 10.0
410,  0,211,0,1,48.81,7.55,17.9, 4.0, 99300.0, 88.0, 4500.0,100.0, 800.0, 48.0
410,211,212,1,1,48.81,7.55,23.3, 2.0, 99820.0, 40.0,25000.0, 90.0,1750.0, 58.0
411,  0,155,0,1,48.81,7.55,26.5, 2.0, 99010.0, 42.0,25000.0, 25.0,1750.0, 38.0
411,155,156,1,1,48.81,7.55,22.1, 2.0, 98060.0, 68.0,12000.0, 90.0,1250.0, 29.0
412,  0, 73,1,0,48.81,7.55, 7.7, 8.0,101160.0, 40.0,50000.0, 10.0,1750.0, 89.0
413,  0,155,0,1,48.81,7.55,18.8, 5.0,100530.0, 69.0,15000.0, 75.0, 800.0, 99.0
413,155,156,1,1,48.81,7.55,18.0, 4.0,100280.0, 70.0,10000.0,100.0, 800.0, 96.0
414,  0,126,0,1,48.81,7.55,13.3, 7.0, 99870.0, 73.0,12000.0, 90.0, 800.0,  1.0
414,126,135,1,1,48.81,7.55,13.5, 4.0, 99850.0, 73.0,12000.0, 90.0, 800.0, 50.0
415,  0,158,0,1,48.81,7.55,20.0, 3.0,100820.0, 40.0,30000.0, 10.0,1750.0, 80.0
415,158,159,1,1,48.81,7.55,22.4, 3.0,100780.0, 36.0,40000.0, 40.0,2250.0, 88.0
416,  0, 88,1,0,48.81,7.75, 9.5, 5.0, 99320.0, 63.0,12000.0, 75.0, 800.0, 39.0
417,  0,211,0,1,48.81,7.75,19.6, 2.0,100090.0, 72.0,33900.0, 90.0, 800.0, 38.0
417,211,212,1,1,48.81,7.75,23.9, 2.0,100010.0, 54.0,14450.0,100.0, 250.0, 48.0
418,  0,175,0,1,48.81,7.75,23.8, 8.0, 99070.0, 49.0,35000.0,100.0,1750.0, 28.0
418,175,176,1,1,48.81,7.75,20.6, 8.0, 99620.0, 36.0,40000.0, 50.0,1750.0, 38.0
419,  0,187,0,1,48.81,7.75,32.1, 1.0, 99950.0, 40.0, 5050.0,,, 97.0
419,187,188,1,1,48.81,7.75,32.1, 5.0, 99880.0, 45.0,17330.0, 90.0,1750.0, 99.0
420,  0,257,0,1,48.81,7.95,13.2, 7.0, 99390.0, 81.0,25820.0,100.0, 450.0, 34.0
420,257,266,1,1,48.81,7.95,20.4, 3.0,100390.0, 57.0,16400.0,,, 10.0
428,  0,285,0,1,48.81,7.95,11.6, 6.0, 98600.0, 70.0,25000.0, 50.0, 800.0, 91.0
428,285,289,1,1,48.81,7.95,10.2, 2.0, 99730.0, 92.0, 9000.0,100.0, 150.0, 97.0
429,  0,223,0,1,48.81,7.95,34.5, 2.0, 99980.0, 36.0,15000.0, 10.0,1750.0, 73.0
