dataset_doi	dataset_key	dataset_title	dataset_citation	number_records
10.15468/sstxbs	7a75bd56-f762-11e1-a439-00145eb45e9a	Artenvielfalt rund um die Dalbek-Schule	GEO-Tag der Artenvielfalt. Artenvielfalt rund um die Dalbek-Schule. Occurrence Dataset https://doi.org/10.15468/sstxbs accessed via GBIF.org on 2018-03-09.	1
10.15468/cfdtpm	7a7850ac-f762-11e1-a439-00145eb45e9a	BIRDRACE HGON  Kelkheim-Rumpfteam	GEO-Tag der Artenvielfalt. BIRDRACE HGON  Kelkheim-Rumpfteam. Occurrence Dataset https://doi.org/10.15468/cfdtpm accessed via GBIF.org on 2018-03-09.	1
10.15468/lo2yub	7a7991a6-f762-11e1-a439-00145eb45e9a	Biosphärenreservat Mittelelbe	GEO-Tag der Artenvielfalt. Biosphärenreservat Mittelelbe. Occurrence Dataset https://doi.org/10.15468/lo2yub accessed via GBIF.org on 2018-03-09.	1
10.15468/gfxdn7	7a7c2dd0-f762-11e1-a439-00145eb45e9a	BIRDRACE Grenzgänger	GEO-Tag der Artenvielfalt. BIRDRACE Grenzgänger. Occurrence Dataset https://doi.org/10.15468/gfxdn7 accessed via GBIF.org on 2018-03-09.	1
10.15468/jewycx	7a84f118-f762-11e1-a439-00145eb45e9a	BIRDRACE Southernmost Lakers	GEO-Tag der Artenvielfalt. BIRDRACE Southernmost Lakers. Occurrence Dataset https://doi.org/10.15468/jewycx accessed via GBIF.org on 2018-03-09.	1
10.15468/vtqcfi	7a909fe0-f762-11e1-a439-00145eb45e9a	Föhrenried	GEO-Tag der Artenvielfalt. Föhrenried. Occurrence Dataset https://doi.org/10.15468/vtqcfi accessed via GBIF.org on 2018-03-09.	1
10.15468/dqxy5g	7a96ecf6-f762-11e1-a439-00145eb45e9a	Grünes  Germersheim	GEO-Tag der Artenvielfalt. Grünes  Germersheim. Occurrence Dataset https://doi.org/10.15468/dqxy5g accessed via GBIF.org on 2018-03-09.	1
10.15468/8pergq	7aa8e442-f762-11e1-a439-00145eb45e9a	Ortsrand Zandershagen	GEO-Tag der Artenvielfalt. Ortsrand Zandershagen. Occurrence Dataset https://doi.org/10.15468/8pergq accessed via GBIF.org on 2018-03-09.	1
10.15468/s8gdlp	7b11a5e0-f762-11e1-a439-00145eb45e9a	Birds (ENHM-BI)	Ewha Womans University Natural History Museum (2021). Birds (ENHM-BI). Occurrence dataset https://doi.org/10.15468/s8gdlp accessed via GBIF.org on 2024-05-07.	1
10.15468/v4rsct	7b7e3670-42a9-421c-9a52-72849885b798	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Segerer Benoit provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/skyafp	7bad7786-f762-11e1-a439-00145eb45e9a	Estación Experimental de Zonas Áridas (CSIC) EEZA - Aves	Benzal Pérez J (2020). Estación Experimental de Zonas Áridas (CSIC) EEZA - Aves. Experimental Station of Arid Areas (CSIC). Occurrence dataset https://doi.org/10.15468/skyafp accessed via GBIF.org on 2021-07-19.	1
10.15468/aqbc7y	7bb19658-7c9e-44d2-add9-12bdf79ba8d6	Données faune/flore pour le projets éolien de Dampierre-sur-Salon - Données faune/flore pour le projet éolien de Dampierre-sur-Salon		1
10.15468/u62pdg	7c36933e-565a-4cca-9416-4367b420f581	JDD observateurs -Observations opportunistes de Nicanor Hubert		1
10.15468/p5mmff	7cfe4d3e-a6f6-4bda-b887-7b091cad87b7	2022_Parc National des Calanques_1		1
10.15468/4hnm6n	7d0725ad-d4ca-4bf7-9509-8ffd0db54a4a	JDD observateurs -Observations opportunistes de LUCQUIAUD Roland		1
10.15468/s8224y	7d09bfef-c66e-4763-a0fb-e58a98b2c8ef	Parc éolien de Sacquenay - Eolien Sacquenay Sources Mistral Oiseau  2021		1
10.15468/seu3ir	7d981632-c6f6-446d-a987-239704ac0641	Birds (NHCA-BI)	Natural Heritage Center (2021). Birds (NHCA-BI). Version 3.19. Occurrence dataset https://doi.org/10.15468/seu3ir accessed via GBIF.org on 2024-05-07.	1
10.15468/27uwec	7dbde99f-5da4-4912-a0f4-acc83a37e30e	CA des structures-Observations opportunistes de la structure : IEA (Bureau d'étude)		1
10.15468/qkxyzu	7dc565cb-9a8d-41d9-b1e2-52099bbcad12	Données espèces - Expertise IQE - Drambon - 2013		1
10.15468/cbcw5a	7dce698e-767b-4a07-a9f0-6137b429e040	Mutualisation des données naturalistes pour le rapportage Natura2000 en 2017-Synthèse 10x10km de la faune sauvage des Directives Oiseaux et Habitats-Faune-Flore recensée de 2013 à 2017		1
10.15468/p2vf4u	7e8caed5-bf17-43a5-b0f6-bfb71a489336	Nottinghamshire Wildlife Trust - Records	Data supplied by Nottinghamshire Wildlife Trust	1
10.15468/vbycwv	7ed9442e-30a2-4789-aea6-3e3d6e9d43d6	[SUIVI] Exploitation de la gravière de Rhinau (67)-Faune inventoriée par ENCEM sur la gravière de Rhinau en 2022		1
10.15468/ckcdpy	7f6dd0f7-9ed4-49c0-bb71-b2a9c7fed9f1	Macaulay Library Audio and Video Collection	Scholes III, Ph.D. E (2015). Macaulay Library Audio and Video Collection. Cornell Lab of Ornithology. Occurrence Dataset https://doi.org/10.15468/ckcdpy accessed via GBIF.org on 2017-05-31.	1
10.15468/946e2b	80831120-ce1e-4511-9a38-42ad2a3006cd	JDD observateurs -Observations opportunistes de Martin-Hadjiat Adam		1
10.15468/95c74d	80c52206-ab5d-45ef-8b10-adf45fbbde78	Atlas de la Biodiversité Communales sur la Communauté de Commune du Grand Périgueux-Export de données Oiseaux hivernants		1
10.15468/hkjzbw	8121aa20-f762-11e1-a439-00145eb45e9a	Ibaraki Nature Museum, Birds collection		1
10.15468/dezy45	816c993a-fa8a-4f0e-ab08-4902595d91ff	ISDND Sommauthe Dépôt données brutes biodiversité 2020 - ISDND Sommauthe - faune 2020		1
10.15468/n3t62t	81ae057e-77fc-4610-962c-e7504e287978	Poursuite d'exploitation de l'ISDND de la Rape - OISEAU_INV_Nidification_2017		1
10.15468/3c78zd	81c173ea-bab7-46be-aa94-e5693372cbaa	Recorbet_datafaunefrance2020 - Données Sotta 2020		1
10.15468/na5jka	823035f5-84cd-4f00-ac16-f84e4eafca43	Renouvellement Carrière de Manduel-Faune Flore MANDUEL		1
10.15468/ecavse	82303c93-e226-4037-aa4c-0d09c5407c36	Déclaration d'utilité publique (DUP) du centre de stockage Cigéo emportant mise en compatibilité des documents d’urbanisme - oiseaux zone immédiate		1
10.15468/waz4ep	82ab0954-f762-11e1-a439-00145eb45e9a	Bird Observational Records	Biodiversitäts-Monitoring Schweiz - BDMCH. Bird Observational Records. Occurrence dataset https://doi.org/10.15468/waz4ep accessed via GBIF.org on 2025-01-20.	1
10.15468/mv7wjb	82d7d239-12ef-4be5-b7d9-4c9150d55bc2	Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes Julien Bottinelli (bottin)		1
10.15468/3uhkhg	8370a2cf-e507-455b-8d65-6b0663a10c3d	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""euqirneto"""		1
10.15468/np435m	839114d1-24cb-44b1-a897-ccfa721b5307	Mesures compensatoires routes départementales-Données Oiseaux issues des mesures compensatoires routes départementales		1
10.15468/xule8i	843df0c4-f762-11e1-a439-00145eb45e9a	Provincial Museum of Alberta, Edmonton, AB, Canada. Birds (Aves)	Canadian Biodiversity Information Facility. Provincial Museum of Alberta, Edmonton, AB, Canada. Birds (Aves). Occurrence Dataset https://doi.org/10.15468/xule8i accessed via GBIF.org on 2018-02-28.	1
10.15468/44rcdq	84747b92-cced-4a7c-86f0-8a228869fb68	Observations aléatoires des espaces protégés de la LPO France et de l'OFB - Observations aléatoires | RNN Belle-Henriette		1
10.15468/syvc6w	848511a0-7863-4d64-84a2-37bcd5a46510	JDD observateurs -Observations opportunistes de NEFF Michel		1
10.15468/srfesr	848586a4-a07b-4974-9f12-e1bbe0736a21	Canadian Museum of Nature Bird Collection	Khidas K (2025): Canadian Museum of Nature Bird Collection. v1.63. Canadian Museum of Nature. Dataset/Occurrence. http://ipt.nature.ca/resource?r=cmn_bird&v=1.63	1
10.15468/n5eb1u	84b018de-f762-11e1-a439-00145eb45e9a	Birds Specimens		1
10.15468/ke4kw8	84f58d09-add5-469b-af6e-f3522a8dac7d	CEDaR Online Recording		1
10.15468/jfymio	852348b9-453f-4aa2-a9db-69f9cda6fc77	Borders Backyard Biodiversity	The Wildlife Information Centre or BRISC (depends on orginator in dataset name)	1
10.15468/jjyifd	85845a0d-b78a-43c9-961c-3f718ec1e086	Réserves Naturelles de France (RNF) - RNF - Données du Conservatoire d'espaces naturel Franche-Comté		1
10.15468/p4nt5w	85a2e0e7-0f12-48a6-bac5-53d4ccdf12d7	DOMBASLE ENERGIE - iNVENTAIRE FAUNE		1
10.15468/a9f7rb	85dca79c-cac3-4e94-b5e0-af0417605f07	Carrière calcaire de Chateaupanne (Mauges-sur-Loire) - modification des conditions d'exploitation - renouvellement de l’autorisation - inventaires 2004-2014 pour étude d'impact carrière		1
10.15468/h2qgpq	860b5c0c-bfd4-4416-8bec-05c50f30b8c5	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Nathalie VERGER		1
10.15468/tuogr3	874ad1e9-c806-45d8-89c5-9bdf94389c98	SILENE-FAUNE-PACA - Bénédicte_CULORIER_2017_12_18		1
10.15468/vbu9nm	87ade638-2d6c-482b-ad8b-55090ebadde1	Suivi d’activité et de mortalité sur le parc éolien Le Grand Arbre (société ESCOFI) à Solesmes (59) 2022-Suivi de l'activité - Parc éolien Le Grand Arbre (ESCOFI) à Solesmes (59) 2022		1
10.15468/a9a8re	88a9c3a7-f106-49e8-b433-3a24d1339d0c	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes opportunistes de Philippe Legay		1
10.15468/vq4gro	896fea96-e78c-488a-b28f-0f4aad1dbca0	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Crespo Jaime provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/q3d7ry	89731ac3-e624-4a4d-bbd9-4d8a4de876c0	Comptage décadaires oiseaux d'eau des Espaces protégés (LPO France) - Comptage décadaires | Arçay RCFS		1
10.15468/1fxd90	8995784e-f762-11e1-a439-00145eb45e9a	Mooswald (Freiburg)	GEO-Tag der Artenvielfalt. Mooswald (Freiburg). Occurrence Dataset https://doi.org/10.15468/1fxd90 accessed via GBIF.org on 2018-03-09.	1
10.15468/odo6xz	89aadb74-dba5-443d-8ff6-7e2628835121	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste BRUNOT Gerard provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/49p4vb	89b2b180-1dbf-4a68-b3a6-607dd301bb46	JDD observateurs -Observations opportunistes de Hurtrel Théo		1
10.15468/95qyg8	89b797e4-f762-11e1-a439-00145eb45e9a	Erlengraben/Lipp-Tal (Östringen)	GEO-Tag der Artenvielfalt. Erlengraben/Lipp-Tal (Östringen). Occurrence Dataset https://doi.org/10.15468/95qyg8 accessed via GBIF.org on 2018-03-09.	1
10.15468/qvd4dz	89e33052-f762-11e1-a439-00145eb45e9a	BUND - Dassower See (Lübeck/Dassow)	GEO-Tag der Artenvielfalt. BUND - Dassower See (Lübeck/Dassow). Occurrence Dataset https://doi.org/10.15468/qvd4dz accessed via GBIF.org on 2018-03-09.	1
10.15468/jp9ibb	89ece39a-f762-11e1-a439-00145eb45e9a	Sudeniederung (Amt Neuhaus), Landkreis Lüneburg	GEO-Tag der Artenvielfalt. Sudeniederung (Amt Neuhaus), Landkreis Lüneburg. Occurrence Dataset https://doi.org/10.15468/jp9ibb accessed via GBIF.org on 2018-03-09.	1
10.15468/mfwp87	89fbf36c-d103-4fff-9738-041bacdc1eb5	Projet de centrale photovoltaïque de Le Pouzin - Données biodiversité Le Pouzin		1
10.15468/x2oool	8a294452-f762-11e1-a439-00145eb45e9a	Schulhof Goethe-Gymnasium (Emmendingen)	GEO-Tag der Artenvielfalt. Schulhof Goethe-Gymnasium (Emmendingen). Occurrence Dataset https://doi.org/10.15468/x2oool accessed via GBIF.org on 2018-03-09.	1
10.15468/epwxt2	8a2c1997-8d7d-4de7-8dcb-3ac9cd6f0836	[SUIVI] 2021 Suivis environnementaux parc éolien de Bétheniville - [SUIVI] 2021 Avifaune Bétheniville		1
10.15468/zvppcq	8a32eae8-f762-11e1-a439-00145eb45e9a	Gemeindegebiet Weikendorf (Marchfeld)	GEO-Tag der Artenvielfalt. Gemeindegebiet Weikendorf (Marchfeld). Occurrence Dataset https://doi.org/10.15468/zvppcq accessed via GBIF.org on 2018-03-09.	1
10.15468/3ydtz5	8a3c5fa6-f762-11e1-a439-00145eb45e9a	"""Tre Pini"" (Montebelluna, Italien)"	"GEO-Tag der Artenvielfalt. ""Tre Pini"" (Montebelluna, Italien). Occurrence Dataset https://doi.org/10.15468/3ydtz5 accessed via GBIF.org on 2018-03-09."	1
10.15468/43ig5d	8a50c342-f762-11e1-a439-00145eb45e9a	Landesweite NABU-Vogelrallye	GEO-Tag der Artenvielfalt. Landesweite NABU-Vogelrallye. Occurrence Dataset https://doi.org/10.15468/43ig5d accessed via GBIF.org on 2018-03-09.	1
10.15468/9zx1ed	8a578704-f762-11e1-a439-00145eb45e9a	Stadtgebiet (Dannenberg)	GEO-Tag der Artenvielfalt. Stadtgebiet (Dannenberg). Occurrence Dataset https://doi.org/10.15468/9zx1ed accessed via GBIF.org on 2018-03-09.	1
10.15468/7piglg	8a6d7302-f762-11e1-a439-00145eb45e9a	Vorderer Tiergarten (Dessau)	GEO-Tag der Artenvielfalt. Vorderer Tiergarten (Dessau). Occurrence Dataset https://doi.org/10.15468/7piglg accessed via GBIF.org on 2018-03-09.	1
10.15468/85jyqf	8a850076-f762-11e1-a439-00145eb45e9a	3. Tag der Artenvielfalt Hockenheim	GEO-Tag der Artenvielfalt. 3. Tag der Artenvielfalt Hockenheim. Occurrence Dataset https://doi.org/10.15468/85jyqf accessed via GBIF.org on 2018-03-09.	1
10.15468/buaolb	8a87ab64-f762-11e1-a439-00145eb45e9a	Kühnauer See (Dessau)	GEO-Tag der Artenvielfalt. Kühnauer See (Dessau). Occurrence Dataset https://doi.org/10.15468/buaolb accessed via GBIF.org on 2018-03-09.	1
10.15468/rcfrw2	8a9ccfee-f762-11e1-a439-00145eb45e9a	Maschwiesen Laatzen	GEO-Tag der Artenvielfalt. Maschwiesen Laatzen. Occurrence Dataset https://doi.org/10.15468/rcfrw2 accessed via GBIF.org on 2018-03-09.	1
10.15468/sncu1n	8aa56500-f762-11e1-a439-00145eb45e9a	4. Tag der Artenvielfalt, Naturschutzgebiet Hockenheimer Rheinbogen	GEO-Tag der Artenvielfalt. 4. Tag der Artenvielfalt, Naturschutzgebiet Hockenheimer Rheinbogen. Occurrence Dataset https://doi.org/10.15468/sncu1n accessed via GBIF.org on 2018-03-09.	1
10.15468/yl8grx	8aa9a002-f762-11e1-a439-00145eb45e9a	"Walldorf-Wiesloch:  ""Natur über den Gleisen"""	"GEO-Tag der Artenvielfalt. Walldorf-Wiesloch:  ""Natur über den Gleisen"". Occurrence Dataset https://doi.org/10.15468/yl8grx accessed via GBIF.org on 2018-03-09."	1
10.15468/ptdl9y	8ab5f5dc-f762-11e1-a439-00145eb45e9a	Birdrace-SportfreundeTriller-Münster	GEO-Tag der Artenvielfalt. Birdrace-SportfreundeTriller-Münster. Occurrence Dataset https://doi.org/10.15468/ptdl9y accessed via GBIF.org on 2018-03-09.	1
10.15468/p8zspn	8abfe9ca-f762-11e1-a439-00145eb45e9a	Birdrace-Raumpatrouille_Oriolus-Münster	GEO-Tag der Artenvielfalt. Birdrace-Raumpatrouille_Oriolus-Münster. Occurrence Dataset https://doi.org/10.15468/p8zspn accessed via GBIF.org on 2018-03-09.	1
10.15468/wyg0pq	8ac151e8-f762-11e1-a439-00145eb45e9a	Birdrace_Deutschlands_enthusiast.Vogelkucker-Münster	GEO-Tag der Artenvielfalt. Birdrace_Deutschlands_enthusiast.Vogelkucker-Münster. Occurrence Dataset https://doi.org/10.15468/wyg0pq accessed via GBIF.org on 2018-03-09.	1
10.15468/meuynf	8ac2b006-f762-11e1-a439-00145eb45e9a	Birdrace-Professorenteam-Münster	GEO-Tag der Artenvielfalt. Birdrace-Professorenteam-Münster. Occurrence Dataset https://doi.org/10.15468/meuynf accessed via GBIF.org on 2018-03-09.	1
10.15468/zzalk2	8ac42224-f762-11e1-a439-00145eb45e9a	Birdrace-LohmannsAdleraugen-Münster	GEO-Tag der Artenvielfalt. Birdrace-LohmannsAdleraugen-Münster. Occurrence Dataset https://doi.org/10.15468/zzalk2 accessed via GBIF.org on 2018-03-09.	1
10.15468/l7obaz	8ac5910e-f762-11e1-a439-00145eb45e9a	Birdrace_TerraCamper-Münster	GEO-Tag der Artenvielfalt. Birdrace_TerraCamper-Münster. Occurrence Dataset https://doi.org/10.15468/l7obaz accessed via GBIF.org on 2018-03-09.	1
10.15468/pxt4ao	8ac6ef36-f762-11e1-a439-00145eb45e9a	Birdrace-Filz_Fledermäuse-Münster	GEO-Tag der Artenvielfalt. Birdrace-Filz_Fledermäuse-Münster. Occurrence Dataset https://doi.org/10.15468/pxt4ao accessed via GBIF.org on 2018-03-09.	1
10.15468/zy12xj	8ac85056-f762-11e1-a439-00145eb45e9a	Birdrace-Nord_Seh_Team-Nordfriesland	GEO-Tag der Artenvielfalt. Birdrace-Nord_Seh_Team-Nordfriesland. Occurrence Dataset https://doi.org/10.15468/zy12xj accessed via GBIF.org on 2018-03-09.	1
10.15468/ay28ao	8ac9ad16-f762-11e1-a439-00145eb45e9a	Birdrace-Gätkes_Erben-Lüneburg	GEO-Tag der Artenvielfalt. Birdrace-Gätkes_Erben-Lüneburg. Occurrence Dataset https://doi.org/10.15468/ay28ao accessed via GBIF.org on 2018-03-09.	1
10.15468/9zgb0a	8acb164c-f762-11e1-a439-00145eb45e9a	Birdrace-Wannacks_Topti(c)ker-Lübeck	GEO-Tag der Artenvielfalt. Birdrace-Wannacks_Topti(c)ker-Lübeck. Occurrence Dataset https://doi.org/10.15468/9zgb0a accessed via GBIF.org on 2018-03-09.	1
10.15468/pocdnz	8acc7faa-f762-11e1-a439-00145eb45e9a	Birdrace-Alte_Socken-Cuxhaven	GEO-Tag der Artenvielfalt. Birdrace-Alte_Socken-Cuxhaven. Occurrence Dataset https://doi.org/10.15468/pocdnz accessed via GBIF.org on 2018-03-09.	1
10.15468/nowdna	8acde868-f762-11e1-a439-00145eb45e9a	Birdrace_MarschPIeper_Pinneberg	GEO-Tag der Artenvielfalt. Birdrace_MarschPIeper_Pinneberg. Occurrence Dataset https://doi.org/10.15468/nowdna accessed via GBIF.org on 2018-03-09.	1
10.15468/ibleqx	8acf5220-f762-11e1-a439-00145eb45e9a	Birdrace_Dith_MarshSandpiper-Dithmarschen	GEO-Tag der Artenvielfalt. Birdrace_Dith_MarshSandpiper-Dithmarschen. Occurrence Dataset https://doi.org/10.15468/ibleqx accessed via GBIF.org on 2018-03-09.	1
10.15468/hwso44	8ad0b23c-f762-11e1-a439-00145eb45e9a	Birdrace-SpeedBirder-Zwickauer_Land	GEO-Tag der Artenvielfalt. Birdrace-SpeedBirder-Zwickauer_Land. Occurrence Dataset https://doi.org/10.15468/hwso44 accessed via GBIF.org on 2018-03-09.	1
10.15468/debmg8	8ad37f44-f762-11e1-a439-00145eb45e9a	Birdrace-Easy_Birders-Plön	GEO-Tag der Artenvielfalt. Birdrace-Easy_Birders-Plön. Occurrence Dataset https://doi.org/10.15468/debmg8 accessed via GBIF.org on 2018-03-09.	1
10.15468/9nrwsf	8ad9cb1f-a0c3-4db6-af81-f65bef30764e	Parc éolien Soully d'Air - Eolien Soully d'Air Avifaune 2018 à 2021		1
10.15468/yu2htc	8b588a6d-2f49-405e-9860-2a45e3a82925	2014_Ecosphère_2		1
10.15468/6n7t9p	8b760e1b-99c8-4db3-b994-6e6629bd97f3	Centrale photovoltaïque de Belley Sonod-Belley - données brutes EIE		1
10.15468/rtad4k	8bd75fb0-4208-43cc-9bcb-85a233553aea	Données naturalistes du projet éolien des Balossiers		1
10.15468/ksr5tg	8cd11846-261d-47e1-8053-01345f8ab102	2021 Aménagement d'un site industriel, de recherche et développement à Cholet (49) - Inventaires faunistiques au lieu-dit la Touche à Cholet (AMOnia 2020-2021)	Inventaire National du Patrimoine Naturel (2022). 2021 Aménagement d'un site industriel, de recherche et développement à Cholet (49) - Inventaires faunistiques au lieu-dit la Touche à Cholet (AMOnia 2020-2021). Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/ksr5tg accessed via GBIF.org on 2022-12-15.	1
10.15468/ug6n27	8ce32a8f-d914-49c7-8561-ca5cb44e6137	Ecopôle des Grands Moulins - Extension de l'ISDND - Données naturalistes - VNEI Projet d'extension K2 - Suez - Drambon (21)		1
10.15468/8fjuf9	8d3ea906-8a29-4b23-a327-bcee76f46eac	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Gilles BAILLEUX		1
10.15468/fspncz	8e222aa2-f1a6-412d-8594-29561b127082	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Frédérick YVONNE		1
10.15468/ctggz6	8e8c3c8c-3e89-4b55-81a4-65c7efb8a2c7	JDD observateurs -Observations opportunistes de Kita Jean claude		1
10.15468/wz3gqh	8fc69f80-969a-40b5-b401-145a58d8518a	Parc éolien de Fresnoy-Folny - Données faune et flore Ecosphere		1
10.15468/a2z5pk	8fdecd37-c6a2-48e0-b73b-6576a2b08edc	JDD faune et flore - Projet ESCGL - Centrale PV du Chapitre		1
10.15468/yek8e8	90be46e0-2953-4b0c-a7fd-eaaf0f0337e7	JDD observateurs -Observations opportunistes de balenda lucy		1
10.15468/jknzut	90fa46c2-29aa-4047-a66b-42a891b44d20	Aménagement d'un parc éolien Noidans et Vy le Ferroux - Données faune/flore pour le projet éolien de Noidans et Vy le Ferroux		1
10.15468/n4utr4	915d5586-fc8f-496e-8957-771b584e5068	Monitoring of flora and fauna at gas extraction sites: a summer study in the Ivano-Frankivsk and Lviv regions	Senchak I (2025). Monitoring of flora and fauna at gas extraction sites: a summer study in the Ivano-Frankivsk and Lviv regions. Version 1.1. Scientific and Ecological Center “Green Square”. Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=lvivgas_summer_2025&v=1.1	1
10.15468/5a75sk	91aa3d5b-6f77-4135-a823-cef438a60dfa	Référentiel taxonomique national (TAXREF) - Inventaire des Collectivités d'outre-mer et de la métropole (ICOM_15) issu des données biogéographiques de TAXREF v15		1
10.15468/h6n5vl	91aa5e23-9cad-4751-86e0-241da77d7407	Ohio State University Tetrapod Division - Bird Collection (OSUM)	Nelson A, Johnson N (2018). Ohio State University Tetrapod Division - Bird Collection (OSUM). Version 95.36. Museum of Biological Diversity, The Ohio State University. Occurrence dataset https://doi.org/10.15468/h6n5vl accessed via GBIF.org on 2018-10-25.	1
10.15468/ju38xd	91e6376d-0197-4129-bc43-af88756ffaec	JDD observateurs -Observations opportunistes de Cousin Richard		1
10.15468/xymuny	920d42df-e29b-409b-a581-ef6b9a21aa74	Parc éolien de Chatenet-Colon-Données naturalistres - Etude d'impact		1
10.15468/3h9z6n	922176c0-bec5-452e-9112-65b209c3d383	Bird Surveys in the Yagorlytsky Kut Section (Black Sea Biosphere Reserve) in 2010	Moskalenko Y, Pliushch S (2025). Bird Surveys in the Yagorlytsky Kut Section (Black Sea Biosphere Reserve) in 2010. Version 1.1. Black Sea Biosphere Reserve of National Academy of Sciences of Ukraine. Samplingevent dataset. https://cloud.gbif.org/eca/resource?r=bsbr-yk-birdcounts-2010&v=1.1	1
10.15468/u6d53a	925b9576-699f-4b37-ad07-ff48e30eb703	Ferme éolienne de Ruffec - Données biodiversité - Ruffec		1
10.15468/d3fqqz	929dc402-a6af-42e3-86ba-99308168d6e4	Avifauna monitoring report in the ENGIE's Jerez wind farm in Spain		1
10.15468/kvd7wg	929ea599-a48e-4ea5-ad24-05394689fe19	Centrale éolienne Entre Saône et Salon		1
10.15468/eh9n6m	931b24b4-d1ed-46c3-8acc-16e007767f65	Cadre d'acquisition personnel de Lock Jude-Jeu de données personnel de Lock Jude		1
10.15468/dzvmu7	938181ee-6afc-4d17-8984-b3f9e4ff53b7	JDD observateurs -Observations opportunistes de KERYER Guy		1
10.15468/y8jysn	94149ad2-3e2a-45c5-8c8b-fe4e733236ae	IUCN Red list of some Plants and Animals along the Nigerian Coast	Onuminya T, Ogundipe O (2022): IUCN Red list of some Plants and Animals along the Nigerian Coast. v1.0. University of Lagos. Dataset/Checklist. http://ipt-nigeria.gbif.fr/resource?r=redlistofsomefloraandfaunaalongthenigeriancoast&v=1.0	1
10.15468/e7mv89	9418aded-712a-4117-bdd2-27a6b2efbee8	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""che-1br"""		1
10.15468/adqovd	9452b0e4-7c3b-4f2e-b767-40b775e23f6c	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste BITSCH Thomas provenant de la base de donnée du SINP Île-de-France CETTIA		1
10.15468/w2xxnq	950f35d2-9c79-4105-975c-c32afd6c1a89	Aude Nature-MALVESY		1
10.15468/9b8ujb	958a9a8a-f762-11e1-a439-00145eb45e9a	Naturpark Drömling	GEO-Tag der Artenvielfalt. Naturpark Drömling. Occurrence Dataset https://doi.org/10.15468/9b8ujb accessed via GBIF.org on 2018-03-09.	1
10.15468/xnfqki	959a8f80-f762-11e1-a439-00145eb45e9a	Laubenheimer Bodenheimer Ried - von Stromtalwiesen und Flutrasen	GEO-Tag der Artenvielfalt. Laubenheimer Bodenheimer Ried - von Stromtalwiesen und Flutrasen. Occurrence Dataset https://doi.org/10.15468/xnfqki accessed via GBIF.org on 2018-03-09.	1
10.15468/j8gjty	95a21e60-f412-49d9-98b8-a40a4b00e03a	EOLIENNES DES BLEUETS-Etude d’impact faune/flore		1
10.15468/vep1yx	95be1cf2-f762-11e1-a439-00145eb45e9a	Lustadter Wald .	GEO-Tag der Artenvielfalt. Lustadter Wald .. Occurrence Dataset https://doi.org/10.15468/vep1yx accessed via GBIF.org on 2018-03-09.	1
10.15468/3ph9ga	966070b3-4de6-4577-8672-4fb9e286cc77	Ferme éolienne de Liglet - Données biodiversité - projet éolien Liglet		1
10.15468/zapphe	9682c96f-367f-4df0-896f-2108e9f78eee	JDD observateurs -Observations opportunistes de balavoine michèle		1
10.15468/wk3dpb	9691a86d-4d9c-4489-bdf4-b174147fde1d	Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes Babbling Birder (ltaylor578)		1
10.15468/qkitdr	96c383a8-f762-11e1-a439-00145eb45e9a	UAZ Bird Collection	University of Arizona Museum of Natural History (UAZ) Bird Collection	1
10.15468/yq4ahr	970d6d12-9af4-47f3-a9ae-7067aee40697	Ferme éolienne de Benet 2 SAS - Données naturalistes du suivi environnemental 2020 (N1)		1
10.15468/gr4bpk	97307ab9-6f6b-4749-8760-adb210c9d78e	Données espèces - Expertise IQE - Retzwiller - 2012		1
10.15468/8cy5e6	97e9655f-cf71-4c1a-a5e2-88df1f28d7a5	"Données naturalistes opportunistes issues de la plateforme INaturalist-Données naturalistes opportunistes ""lokilumiere"""		1
10.15468/ajv47f	97eccb39-8a7b-4711-82ef-5f61afc1cf0c	Dr Mary Gillham Archive Project	SEWBReC ([Insert download year]). Dr Mary Gillham Archive Project. Occurrence dataset on the NBN Atlas	1
