dataset_doi	dataset_key	dataset_title	dataset_citation	number_records
10.15468/2s9cyy	0a0d573c-50f4-4b51-a41a-689e2ce2b339	Materials on the avifauna of the hydrographic network of the Mykolaiv region in the spring-summer period	Redinov K, Panchenko P, Formaniuk O, Petrovych Z, Oliynyk D (2023). Materials on the avifauna of the hydrographic network of the Mykolaiv region in the spring-summer period. Version 1.1. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=redinovmykolaivbirds1&v=1.1	44
10.15468/vntgox	f7fd7255-5be6-48cf-b76a-821cb84aa93f	BRERC Notable Species records within the last 10 years	Bristol Regional Environmental Records Centre ([Insert download year]). BRERC Notable Species records within the last 10 years. Occurrence dataset on the NBN Atlas	44
10.15468/qhnxbm	0698ffe2-d274-4416-94b7-e81bafdd314c	Atlas des Oiseaux nicheurs d'Aquitaine -2015 - nidification certaine-Synthèse des données utilisées pour les cartographies maillées (10x10km)		43
10.15468/zpi2ni	217a1e61-33a1-471e-bb05-76cd2e22cb06	Données LPO Réserves Naturelles Nationales - Données des réserves naturelles nationales co-gérées par la Ligue pour la protection des oiseaux (LPO) et l'Office français de la biodiversité (OFB)		43
10.15468/txh9db	5da7045b-15dc-4d01-b741-a36927ac2d72	Projet éolien du Blayais - Inventaire oiseaux calidris		43
10.15468/sg5qp9	7683cc47-cb13-4bad-9614-387c66aa8df0	Mid-winter count of water birds and other bird species in Bulgaria	Chesmedjiev S, Arkumarev V, Hristov I, Mateeva I, Stoychev S, Popgeorgiev G (2024). Mid-winter count of water birds and other bird species in Bulgaria. Version 1.5. Bulgarian Society for the Protection of Birds. Occurrence dataset. https://cloud.gbif.org/eca/resource?r=mindwintercountbulgaria&v=1.5	43
10.15468/vu37jz	8a2159e5-05b7-4e3a-898f-21edf38e7ba1	Census of avian richness of the Pendjari Park in Northen of Benin (Part 1)	IDJADESSIBA SINDJALOUM W (2022): Census of avian richness of the Pendjari Park in Northen of Benin (Part 1). v1.2. Direction Générale des Eaux, Forêts et Chasse. Dataset/Occurrence. http://ipt.gbifbenin.org/resource?r=gfbb&v=1.2	43
10.15468/zpsre5	46bb63bb-65b4-4c63-a08c-5c939d784e71	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de COSTE-DURIEUX Sophie		42
10.15468/k2wcd6	47a47805-6777-4ac5-aa62-c0b998ebefcb	Contrôle terrain espèces protégées-Contact aléatoire tous règnes confondus		42
10.15468/abmssk	140c6e90-abbc-454f-b529-0165a1571721	Findings of birds (Aves) in the Northern Azov region (Ukraine) during 2004-2022	Bronskov O (2022): Findings of birds (Aves) in the Northern Azov region (Ukraine) during 2004-2022. v1.2. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://ukraine.ipt.gbif.no/resource?r=pryazoviabirdsbronskov1&v=1.2	40
10.15468/te2km5	208dfaf9-a223-4bf4-8b26-774d4e55e663	Association naturaliste d'étude et de protection des écosystèmes CAUDALIS - Données ANEPE CAUDALIS 1919-2020		40
10.15468/n4k9j5	62e99340-528c-4baf-bbd7-bf0df2f186b9	data.mnhn.lu observation data	National Museum of Natural History Luxembourg (2024). data.mnhn.lu observation data. Version 1.18. National Museum of Natural History, Luxembourg. Occurrence dataset. https://gbif.mnhn.lu/ipt/resource?r=gbif_dataportal_occ_mnhnl&v=1.18	40
10.15468/hnhrg3	821cc27a-e3bb-4bc5-ac34-89ada245069d	NMNH Extant Specimen Records (USNM, US)	Orrell T, Informatics and Data Science Center - Digital Stewardship (2025). NMNH Extant Specimen Records (USNM, US). Version 1.101. National Museum of Natural History, Smithsonian Institution. Occurrence dataset. https://collections.nmnh.si.edu/ipt/resource?r=nmnh_extant_dwc-a&v=1.101	40
10.15468/bed67m	cdb90879-7112-4023-b753-c74d6f39c6ce	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Benoit FONTAINE		40
10.15468/ebja8k	5adda83a-f217-470a-8756-9e229cfb6685	Chronicle of Nature - Phenology of Birds of Kaniv Nature Reserve		39
10.15468/qvzekx	d7bc133c-6427-4e66-a1aa-1132abb28e4c	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du/de la naturaliste Bottinelli Julien provenant de la base de donnée du SINP Île-de-France CETTIA		39
10.15468/y5pquq	10ec7487-750b-4868-9ff4-b11ef7f04e1a	Parc éolien d'Hannappes et Bossus-lès-Rumigny - inventaire complémentaire 2021 du Milan royal nicheur (et autres espèces)		38
10.15468/qfainq	3a0e9440-0a97-4a04-8089-7398c77da0be	SEWBReC Birds (South East Wales)		38
10.15468/8isgcf	4cb11f8e-7132-43e9-a52c-dad325938326	Données Faune Base SIRFF - FNE Centre-Val de Loire - Système d’Information Régional sur la Faune et la Flore - FNE Centre-Val de Loire - Données 2015		38
10.15468/ap3rbd	6b524ea4-2593-49de-8e38-cbd87965265b	Natural History Museum Aarhus Vertebrate Collection		38
10.15468/h6qak6	1fdc39e2-357c-4748-afa8-d84e85342b84	2018_Parc Naturel Régional de Camargue_2		37
10.15468/igo6zd	36d9b785-0739-4ce9-82e7-cf5001c20104	Données naturalistes du CEN Auvergne concernant la Faune, la Flore et la Fonge - Données naturalistes faune du Conservatoire des espaces naturels Auvergne saisies avant le 18 février 2019.		37
10.15468/h0xtwv	ba0c03ab-fa61-4a3c-8db7-35c8c3454168	The birds collection (ZO) of the Muséum national d'Histoire Naturelle (MNHN - Paris)		37
10.15468/ab4vwo	e707e6da-e143-445d-b41d-529c4a777e8b	Suffolk Biodiversity Information Service (SBIS) Dataset	Suffolk Biodiversity Information Service ([Insert download year]). Suffolk Biodiversity Information Service (SBIS) Dataset. Occurrence dataset on the NBN Atlas	37
10.15468/v3gjku	67b36ab6-f736-448b-ae1b-ecfd390ff598	JDD observateurs -Observations opportunistes de Marmet Nicolas		36
10.15468/5qkvms	8aa44e38-b862-42fe-9bb3-7a6486a4c24c	CA des structures-Observations opportunistes de la structure : AGRENABA		36
10.15468/ofbh6l	a71c4bb7-139e-4603-aa37-46c5dbcdf17e	Inventaire des oiseaux nicheurs de France métropolitaine 2009-2012 - Oiseaux nicheurs de France métropolitaine 2009-2012 - Nidification probable		36
10.15468/jm7768	e34a5d83-115f-45b5-9b49-4ac5b18e05f7	Regroupement d'études et inventaires-suivi quotidien		35
10.15468/n2mb8y	02c9ce3a-b048-4fe2-bbe0-645fd9b12191	Finds of animals during the spring expedition on the territory of the Right-bank Polissia of Ukraine	Nekrasova O, Marushchak O (2022): Finds of animals during the spring expedition on the territory of the Right-bank Polissia of Ukraine. v1.3. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=right_bank_polissia&v=1.3	34
10.15468/5hecxv	1e4e2b3e-368d-4d18-9536-b9fcdfdab12f	Bird counts in Northwestern Azov Sea Subregion in March-July 2019	Andryushchenko Y, Bashta A, Bronskov O, Busel V, Chernychko R, Davidenko I, Deviatko T, Diadicheva O, Formanyuk O, Gavris G, Haidash O, Kozodavov S, Koshelev O, Mezinov O, Panchenko P, Panchuk O, Popenko V, Vetrov V, Moskalenko Y (2024). Bird counts in Northwestern Azov Sea Subregion in March-July 2019. Version 1.3. Azov-Black Sea Ornithological Station. Samplingevent dataset. https://ukraine.ipt.gbif.no/resource?r=birdcountszaporizhzhia2019&v=1.3	34
10.15468/446rn3	52414a02-49b9-4e73-92a6-a211c698db2c	Actions Natura 2000-Données Oiseaux dans le cadre de la participation au réseau N2000		34
10.15468/tuappb	7afa8518-f762-11e1-a439-00145eb45e9a	Birds (JNHM-BI)		34
10.15468/ekyy8k	fbcb9b3d-6de9-4776-b662-356945d1d424	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Etienne LEGAY		34
10.15468/hswza8	0eb4ad83-f80d-4d86-83d8-f3a55ddd216f	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Xavier JAPIOT		33
10.15468/cmafad	23e8afeb-7655-421d-a4a5-ee562e88a475	Données NEO-Observations NEO (saisies avec l'outil géonature OccTax)		33
10.15468/qa3kq2	8b11f639-9801-4bd2-b357-4c8902a7b95e	Observations naturalistes hors étude réalisées par les organismes utilisant la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques hors étude réalisées par le CEN Aquitaine		33
10.15468/kqzp98	8bc18e9f-3503-4fa1-b662-08b2a876e31b	Atlas de aves nidificantes de Euskadi - Sistema de Información de la Naturaleza de Euskadi		33
10.15468/rzxepa	dceb7843-b7e7-4dc7-b50e-b978e52e27dc	Réserves Naturelles de France (RNF) - RNF - Conservatoire d'espaces naturel Nord-Pas-de-Calais		32
10.15468/djzgie	026af01f-d227-476f-9e81-d5273eca6a2b	National Biodiversity Data Bank. Observation records, 1900-2014	The National Biodiveristy Data Bank, data published in the ARCOS Biodiversity portal, 2014	31
10.15468/b78ffd	5bd61d04-5ff3-4df6-8228-d217798066ea	Observation diverses Aquitaine-Données opportunistes		31
10.15468/cdktbn	88b01e82-b8fd-47b5-8e5a-ec365a866d08	2021_Amis des Marais du Vigueirat_1		31
10.15468/xj0ikb	8ae09016-b819-450e-b8f6-c1f249110502	ABV - Common breeding birds in Flanders, Belgium	Vermeersch G, Anselin A, Herremans M, Brosens D (2024). ABV - Common breeding birds in Flanders, Belgium. Version 1.12. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/xj0ikb accessed via GBIF.org on 2025-09-30.	31
10.15468/k7tpuh	948b09f4-bb72-4a31-a15b-a8ebd5d49e53	Données opportunistes de la Réserve Naturelle Nationale de l'étang Noir-Données opportunistes RNN étang Noir issues de Faune Aquitaine		31
10.15468/sds8xm	952280c1-07e0-4a04-bb19-ec9e8ac6f7c5	2020_Amis des Marais du Vigueirat_1		31
10.15468/pj2v6h	99047b1e-ee53-4053-ba69-2e28eaaa45d9	ABV - Common breeding birds in Flanders, Belgium (post 2016)	Piesschaert F, Vermeersch G, Brosens D, Westra T, Desmet P, Feys S, Van de Poel S, Pollet M, Cooleman S (2025). ABV - Common breeding birds in Flanders, Belgium (post 2016). Version 1.17. Research Institute for Nature and Forest (INBO). Sampling event dataset https://doi.org/10.15468/pj2v6h accessed via GBIF.org on 2025-09-30.	31
10.15468/dsp2av	dd0fe3a2-ef8d-4c6b-b14c-e44810f1ce1c	Regroupement d'études et inventaires-Suivi Cigogne blanche		31
10.15468/5387p5	17357650-63e6-44f5-83e7-bba4c7963b93	2019_Réserve Naturelle de Camargue_2		30
10.15468/q244c9	1d5b6d93-00b2-4bbe-9574-a78c8ed9d718	ZMH Ornithology collection	ZMH Ornithology Working Group (2025). ZMH Ornithology collection. [Dataset]. Version: 1.0. Data Publisher: LIB Biodiversity Datacenter. https://doi.org/10.20363/zmh-coll.ornithology-2025-06.	30
10.15468/943wut	265475de-0fe1-42c4-93ad-5dfe804e7148	2018_MNHN_1		30
10.15468/mwlfnf	743071a4-0900-4f6a-8571-28ff62a1d9fa	CardObs : Observations naturalistes issues de l'outil de saisie et gestion CardObs mis en place par le Service du Patrimoine Naturel (MNHN) / UMS PatriNat (OFB - CNRS - MNHN) - Données naturalistes de Julien BIRARD	Inventaire National du Patrimoine Naturel N (2022). CardObs : Observations naturalistes issues de l'outil de saisie et gestion CardObs mis en place par le Service du Patrimoine Naturel (MNHN) / UMS PatriNat (OFB - CNRS - MNHN) - Données naturalistes de Julien BIRARD. Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/mwlfnf accessed via GBIF.org on 2022-12-14.	30
10.15468/3y5zu9	7b1b0b8a-f762-11e1-a439-00145eb45e9a	Birds (NSMK-BI)		30
10.15468/mbpzrf	e2b9a599-b5b4-4196-8c2a-d57f678208be	Données naturalistes CEN Centre-Val de Loire - Conservatoire d'espaces naturels Centre-Val de Loire - Données Faune au 1/11/2020		30
10.15468/iduwjr	e37a4841-6b08-4e1e-bef8-063352ea423c	Inventaires et suivis sites compensation contournement sur la commune de DAX-Suivi Oiseaux		30
10.15468/ppssdp	45ceda03-4afd-443b-88b1-43b10a2124cb	Inventaires et suivis sites compensation contournement sur la commune de DAX-Données opportunistes		29
10.15468/agequp	4b301041-dbb5-4ac8-87e0-6ad96526a364	"Oison : outil de saisie des observations naturalistes réalisées par  les agents de l'Office français de la biodiversité (OFB) - Données d'observations ""espèce"" réalisées par des agents de l'OFB jusqu'au 31 décembre 2018."		29
10.15468/yse5dy	4d4e1c30-b3ea-47ff-a6dc-998a41e365f0	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Matthieu TAILLADE		29
10.15468/iwm38f	7b573d12-767c-4d2c-a434-651c4e7764e8	Base de données faune - DREAL Centre-Val de Loire.  Polygones		29
10.15468/t259zr	97ca8910-2997-4b91-b385-7f48977a3c6d	Animation technique des sites Natura 2000 ‘Barthes de l'Adour’-Animation des Docobs des Barthes de l'Adour - comptage Wetland 2022-2023		29
10.15468/xmgkma	9a9dcc47-fdca-4881-998a-9596dcedff6a	Ditsong National Museum of Natural History Collection: 1805-2008	Manamela K (2016): Ditsong National Museum of Natural History Collection: 1805-2008. v1.4. South African National Biodiversity Institute. Dataset/Occurrence. http://ipt.sanbi.org.za/iptsanbi/resource?r=ditsong&v=1.4	29
10.15468/6vjndm	4a418611-2090-4b71-a4f5-6a35d72f524e	Avifauna monitoring report in the ENGIE's Seneca power plant in Spain - 2024		28
10.15468/uurom6	a8c38b89-47ff-4e0e-b16e-646899d1d3fd	Système d'Information sur la Nature et les Paysages d'Ile de France - Données d'observateurs divers (observateurs transmettant un nombre de données peu élevé) saisies dans Cettia-idf		28
10.15468/nehs8y	bdfc8325-0ab2-484c-b2ee-cbc775f49a06	Mesures compensatoires sur des projets de Collectivités territoriales-Données Oiseaux issues des mesures compensatoires de projets portés par les collectivités territoriales		28
10.15468/exkxdx	36f15a36-6b45-442e-9c31-cd633423aee0	Field Museum of Natural History (Zoology) Bird Collection		27
10.15468/kcr4pa	4e61fd09-ee3a-4fee-baf1-f4ebc4d9390a	The results of synchronous surveys of birds in the wetlands of the Azov-Black Sea region of Ukraine in August 2021	Vynokurova S, Andryushchenko Y O, Beskaravainyi M M, Bronskov O I, Chernichko I I, Chernychko R M, Davydenko I V, Derkach O M, Diadicheva O A, Dolynnyi V I, Haidash O M, Havrylenko V S, Herzhyk I P, Horlov P I, Horlova O I, Illichov O A, Ivanchenko S V, Kapinos S B, Kivhanov D A, Koshelev O I, Kucherenko V M, Lytvyntsova Y M, Mezinov O S, Moskalenko Y O, Panchenko P S, Petrovych Z O, Pliushch S A, Popenko V M, Prokopenko S P, Pyliuha V I, Pylypchenko A I, Redinov K O, Rozhenko M V, Rudenko A H, Rudenko P A, Rudenko V P, Siokhyn V D, Starovoitova T V, Stepanok M A, Stoilovskyi V P, Tomashpolskyi M V, Yakovliev M V, Zherebtsov D I, Zherebtsova T A (2022): The results of synchronous surveys of birds in the wetlands of the Azov-Black Sea region of Ukraine in August 2021. v1.0. Azov-Black Sea Ornithological Station. Dataset/Samplingevent. https://ukraine.ipt.gbif.no/resource?r=azovblackseaaugust2021&v=1.0	27
10.15468/pfgk5j	732b8816-1367-4cb2-80f9-343063ed3442	Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la structure Naturessonne provenant de la base de donnée du SINP Île-de-France CETTIA		27
10.15468/7bkwrw	9826c62d-9e38-48f0-a502-77e9c4d3c187	Parc éolien d'Hannappes et Bossus-lès-Rumigny - inventaire spécifique 2018 des oiseaux nicheurs patrimoniaux		27
10.15468/pravhb	a27f4565-5040-49c3-b5c5-10a05ad98c9d	Faunistic and floristic records in the Kharkiv and some other regions in 2022-2024 period and some earlier years	Viter S (2024). Faunistic and floristic records in the Kharkiv and some other regions in 2022-2024 period and some earlier years. Version 1.3. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=viterflorafauna1&v=1.3	27
10.15468/fywpw8	e5f699fb-3234-4a6c-91ff-83185c274835	Données de l'association Nature 18 - Données Nature 18 - Etudes faune 2019		27
10.15468/xmrfet	ed3dff78-fb73-4b77-909a-b78f9ef78d34	Vertebrates of the Gothenburg Natural History Museum (GNM)	Bohm C, Jonsson C (2021). Vertebrates of the Gothenburg Natural History Museum (GNM). Version 4.3. Gothenburg Natural History Museum (GNM). Occurrence dataset https://doi.org/10.15468/xmrfet accessed via GBIF.org on 2023-03-02.	27
10.15468/hzkvbg	0f499c5c-7ee6-40f2-9d93-34808b07965e	Animation technique des sites Natura 2000 ‘Barthes de l'Adour’-Animation des Docobs des Barthes de l'Adour - comptage Wetland		26
10.15468/fknptj	136823cd-f71b-47fb-bbfe-334aba1a9743	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Claude CHARRON		26
10.15468/yvhbc6	22afd64b-cc1c-4dcf-a22c-3df0d3228163	R44_OGEB_Oiseaux_communs_STOC_ODONAT_2021		26
10.15468/6dtmgw	395c3066-ceb2-40bb-b0b9-878f1f0cafd4	Parc éolien de Cuxac		26
10.15468/tm6459	781faeb3-7631-457e-aef8-82ebd201eda2	Regroupement d'études et inventaires-Collecte données faune Simethis 2014-2019		26
10.15468/lxqedd	7b095dea-f762-11e1-a439-00145eb45e9a	Birds (KIEE-BI)		26
10.15468/etxrmj	9cfbf1fa-1d45-4ce7-8b03-ccd74f3bdf39	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de Thomas Ruys		26
10.15470/3p1uaa	cd53c947-f81a-485e-92fa-cbc4aa123160	Censo de ardeidas invernantes y nidificantes de la Comunidad Autónoma del País Vasco	Iturribarria M (2019). Censo de ardeidas invernantes y nidificantes de la Comunidad Autónoma del País Vasco. Basque Government. Occurrence dataset https://doi.org/10.15470/3p1uaa accessed via GBIF.org on 2021-07-19.	26
10.15468/6yzb7r	3928e9f1-0233-4ab3-865b-1708bff774a7	Comptage décadaires oiseaux d'eau des Espaces protégés (LPO France) - Comptage décadaires | Marais Estuairien de Rochefort		25
10.15468/etud4r	47baff2c-68a3-421e-8c95-9295551eb31d	Regroupement d'études et inventaires-Comptages Wetlands International		25
10.15468/nk4fea	5b3971b9-f555-4b7e-ad23-11f1b749123c	Regroupement d'études et inventaires-Données SIMETHIS 2018 - 2021		25
10.15468/7eekvx	617507c6-8762-4af7-ba9e-6ec3b6b9bb3d	Some observations of biodiversity (flora and fauna) in Kharkiv region and northwestern Donetsk region in 2024 (with additions based on data for the period from 2006 to 2023)	Viter S (2025). Some observations of biodiversity (flora and fauna) in Kharkiv region and northwestern Donetsk region in 2024 (with additions based on data for the period from 2006 to 2023). Version 1.0. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=vitersbiodiversityrec_kharkiv_2024&v=1.0	25
10.15468/vwhh4w	6770f3b8-1a80-4938-a532-c510bd34b7ff	CA des structures-Observations opportunistes de la structure : Beaumonts Nature En Ville		25
10.15468/hskrkp	c3a08655-9951-4d4e-b57e-27d494a643d6	Long term data from the Hanko Bird Observatory		25
10.15468/yf8yp9	d6179b67-6f23-4cf6-a0db-3a6cbb0c0399	Observations naturalistes indépendantes d'origine privée partagées sur la base de données Kollect Nouvelle-Aquitaine-Observations faunistiques de Sylvain WAGNER		25
10.15468/ucbggv	2e4144c2-d230-4965-a30c-43842827b35a	CA des structures-Observations opportunistes de la structure : RNN de Saint Quentin en Yvelines		24
10.15468/xjuwxb	4f075d7d-5e73-4349-95ff-5f1416144a0d	SILENE-FAUNE-PACA - DREAL_PACA_-_N2000_-_Comité_Foin_de_Crau_2017_12_18		24
10.15468/y9vnnz	6a30e353-3702-4ce4-96dd-234157a45388	Suivi Plan de gestion de l'ENS Trezence-Inventaire Oiseaux		24
10.15468/2aajk9	7059595f-0e00-4bd6-bfa9-8869dd6b6096	Swedish Bird Survey: Summer point count routes (Sommarpunktrutterna)	Lindström Å, Green M, Jönsson A (2025). Swedish Bird Survey: Summer point count routes (Sommarpunktrutterna). Version 1.8. Department of Biology, Lund University. Samplingevent dataset. https://www.gbif.se/ipt/resource?r=lu_sft_spkt&v=1.8	24
10.15468/5yc69s	7f8fd849-af78-4eb4-b764-5b11346aa193	Record species dataset covering Cheshire, Halton, Warrington & Wirral		24
10.15468/xndhs5	8afa6ef1-d3ad-4756-9757-5048600f0b45	Parc naturel régional du Marais poitevin-Inventaire passereaux communs STOC		24
10.15468/nhn2ae	ae394984-e8f8-401b-a7c9-c87d29677963	Nesting and seasonal migrations of birds of the Azov-Black Sea region according to scientific publications	Vasyliuk O, Marushchak O, Vorobey P (2023): Nesting and seasonal migrations of birds of the Azov-Black Sea region according to scientific publications. v1.10. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://ukraine.ipt.gbif.no/resource?r=avesbooks1&v=1.10	24
10.15468/9k5gqg	b6e8a885-04bf-4219-bf1f-369733d7c41d	Données naturalistes de la ZPS Estuaire et Marais de la Basse Seine (FR2310044) (partie embouchure de la Seine)-Suivi des espèces en haltes migratoires (OA) - ZPS Estuaire et Marais de la Basse Seine		24
10.15468/gn9rds	d4f0993a-0f72-445e-8d5c-1b685e5268b1	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de Patrick HAFFNER		24
10.15468/sushad	d6bef7ce-2340-401d-9151-fd258a2dd5db	Données d'oiseaux	n/a N, Julien Bariteaud N, inconnu N, Inventaire National du Patrimoine Naturel (2020). Données d'oiseaux. Version 1.1. UMS PatriNat (OFB-CNRS-MNHN), Paris. Occurrence dataset https://doi.org/10.15468/sushad accessed via GBIF.org on 2022-12-14.	24
10.15468/unc6gr	e82b3c80-3600-4848-8540-c82feb3cf006	Système d'Information sur la Nature et les Paysages d'Ile de France - Données de la Réserve Naturelle Nationale de Saint-Quentin-en-Yvelines provenant de la base de donnée du SINP Île-de-France CETTIA		24
10.15468/pdamuy	a9b07beb-d7ad-4b8e-99e8-b1d64f3544b0	R44_ABC_PNR_Vosges_du_Nord-R44_ABC_Faune_PNRVN_2018-2020		23
10.15468/e15jve	ca9b1ee0-1302-43a7-b75c-fa46e1f7ab7c	PlutoF platform reference-based occurrences		23
10.15468/j7k936	cfab2032-10b3-48d3-a6e1-688e3f46920b	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de David SIMPSON		23
10.15468/h6vvbn	d1805c77-25fa-4538-8c32-3d32a9883259	Observations on bird clutches by Bernard van Dooren in the Brabantse Kempen, The Netherlands and beyond.		23
10.15468/5h9wzw	d6c5c645-cf57-4e2a-8198-d7aa35b2c0f8	Parc naturel régional du Marais poitevin-Relevés faunistiques opportunistes		23
10.15468/bsqw7v	0358c6b5-deb9-48d5-b0f7-e22fa9b13e4d	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes opportunistes de Sylvain BONIFAIT		22
10.15468/kztlwg	7b8bae4e-f762-11e1-a439-00145eb45e9a	Collection Ornithologie - ZSRO		22
10.15468/vrrndm	7b8fdd6f-8764-4e8b-ad91-e133083c0e0c	Animation technique des sites Natura 2000 ‘Barthes de l'Adour’-Animation des Docobs des Barthes de l'Adour - Suivis Grue cendrée pour Grus Gascogna 2019		22
10.5519/qd.ap9hz5y9	7e380070-f762-11e1-a439-00145eb45e9a	Natural History Museum (London) Collection Specimens	Natural History Museum (2025). Data Portal query on 1 resources created at 2025-09-05 10:00:09.597039 PID https://doi.org/10.5519/qd.ap9hz5y9	22
10.15468/5wwgm3	8f8cbf5b-10ee-404b-b959-9499d74d08db	Données de la Réserve Naturelle Nationale de Chérine (36)-Données RNN Chérine  2021		22
10.15468/pew4ry	af62080a-2df9-439d-bb55-d8de4fe5e66b	Comptage décadaires oiseaux d'eau des Espaces protégés (LPO France) - Comptage décadaire | RNN de Moëze-Oléron		22
10.15468/saetzc	b40fdbdf-87a3-46d3-bbf6-93aaa18a31cd	2022_A ROCHA_1		22
10.15468/r2qx7n	b48d7aec-aaa5-4021-bf58-431ae89afcf7	2021_LPO PACA_8		22
10.15468/fcqma5	0b1cdaaa-de13-4ae0-92eb-3700eb82fc5b	Ornithofauna of Irpin River valley basin according to the records made in 2019-2023	Prychepa M (2024). Ornithofauna of Irpin River valley basin according to the records made in 2019-2023. Version 1.0. Ukrainian Nature Conservation Group (NGO). Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=irpinrivervalleybirds1&v=1.0	21
10.15468/u5z6yz	342f33ba-a6e0-4eb8-9cc6-1871f05cdac9	Données d'observation de la Faune, de la Flore et de la Fonge-[HORS_PROTOCOLE] - Contributions à la connaissance sur la biodiversité du Parc National des Pyrénées		21
10.15468/af7gh4	472499e4-dad7-4732-bd19-1b59a682144a	CLICNAT- Base de données naturaliste picarde-Données bibliographiques		21
10.15468/cudjw9	5749d567-aec6-4463-8e05-c94648294428	JDD observateurs -Observations opportunistes de ducourneau philippe		21
10.15468/kodjmx	d4df21c8-c2cb-4b15-bec3-ec177e1c2455	Mesures compensatoires A65 - CDC Biodiversité-Inventaires faune		21
10.15468/22bzfv	e586714b-9200-4ee6-bffd-254ca1316bc7	Parc éolien de Tout Vent Energies-Inventaire de l'avifaune		21
10.15468/3jvyg3	15705a36-07a7-4e78-aa89-b9fa5a7e8dda	"The occurrences of the Biosphere Reserve ""Askania Nova"" Reports"	"Skobel N (2025). The occurrences of the Biosphere Reserve ""Askania Nova"" Reports. Version 1.8. Kherson State University. Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=aska_visti&v=1.8"	20
10.15468/e2u65z	20ecc1fb-fed3-46a1-b1fa-d6a33fc66487	Birds observation on the western regions of Ukraine in 1963-1994	Bokotey A, Khymyn M, Horban I, Novak V, Skilskyi I, Shydlovskyi I, Pokrytiuk L, Bundziak P, Pohranychnyi V, Kohut (Kuchynska) I, Boiko H, Shkaran V, Chornenka O, Kaminetskyi L, Buchko V, Hodovanets B, Kozlovskyi R, Shtyrkalo Y, Hlibka I, Bashta A, Lysachuk T, Marushchak M (2025). Birds observation on the western regions of Ukraine in 1963-1994. Version 1.0. West-Ukrainian Ornithological Society. Occurrence dataset. https://ukraine.ipt.gbif.no/resource?r=westuacatalogaves1&v=1.0	20
10.15468/tfnvr4	2af8e138-4d2b-4a96-97bb-edd3f3e007b4	2020_Amis des Marais du Vigueirat_4		20
10.15468/aworf3	53bf6dc4-18f5-11e2-98fb-00145eb45e9a	Bird specimens of the Yamashina Institute for Ornithology		20
10.15468/1wyctb	69cf8bf0-0e90-4742-8970-4df15c123691	Système d'Information sur la Nature et les Paysages d'Ile de France - Données du naturaliste Thierry Roy provenant de la base de donnée du SINP Île-de-France CETTIA		20
10.15468/bsfvn4	8487c83f-4022-44f3-a93d-9c3e1ba10997	Natuurmuseum Brabant, Tilburg - Observations		20
10.15468/vte92k	a5b57a34-a0c8-4370-93c9-e46402617034	Transfert de fichier de données naturalistes d'observateurs indépendants à l'Observatoire FAUNA-Données naturalistes de David NAUDON		20
10.15468/qgxb2f	ad68d258-1e57-47b2-8643-1e627caf4f56	Animals of Polissya Nature Reserve	Kobzar L, Kirichenko-Babko M, Shevchenko O, Zhyla S, Androsovych V, Bovkun V, Dvorak V, Moroz M, Panasevych O, Snihur I, Torhonskyi A, Zenkovets L (2022): Animals of Polissya Nature Reserve. v1.1. Ukrainian Nature Conservation Group (NGO). Dataset/Occurrence. https://gbif.univer.kharkov.ua/resource?r=ppzkobzar1&v=1.1	20
10.15468/3cfr3s	bda176b5-9f0a-4398-8b9b-531d1638d8f3	JDD observateurs -Observations opportunistes de roy thierry		20
